GHGRP ID,Landfill ID,landfill_name,Landfill Alias,us_state,Physical Address,City,County,Zip Code,Latitude,Longitude,Military Landfill?,On Tribal Land?,Anaerobic Digester?,Composting?,Solar Project?,Wind Project?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),waste_in_place,waste_in_place_year,annual_waste_acceptance,Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Gas Collection System Comments,Projected Direct Reductions (MMTCO2e/yr) - MW,Projected Avoided Reductions (MMTCO2e/yr) - MW,Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Potential End Users,End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
1002135,20838,Scratch Gravel Landfill,,MT,Franklin Mine Road,Helena,Lewis and Clark,59601,,,No,No,No,No,No,No,Public,"Lewis and Clark County, MT",,,1994,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,,201099-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
,21025,Sheridan County Landfill,,MT,201 Mann Road,Plentywood,Sheridan,59254,48.7562,-104.592,No,No,No,No,No,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,,201263-0,Unknown,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
,21026,Town of Chester,,MT,Dump Road,Chester,Liberty,59522,48.5043,-110.948,No,No,No,No,No,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,,201264-0,Unknown,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
,21027,Valley County Landfill,,MT,115 Landfill Road,Glasgow,Valley,59230,48.1893,-106.565,No,No,No,No,No,No,Public,,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,,201265-0,Unknown,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
1005419,20899,Valley View Landfill,,MT,300 Highway 518,East Helena,Lewis and Clark,59635,46.56937,-111.90459,No,No,No,No,No,No,Private,Tri County Disposal,,1988,2086,Open,,,,,"3,092,529","253,543",2012,"27,473",2012,Unknown,Not used,No,,No,,,,No,,,,,,,201116-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
1005138,1046,Alamance County Landfill,Austin Quarter SWM Facility,NC,2701 Austin Quarter Road SR-2148,Graham,Alamance,27253,35.93083,-79.29667,No,No,No,No,No,No,Public,"Alamance County, NC","Santek Environmental, Inc.",1994,2086,Open,90,34.3,,,,"2,142,210",2019,"96,474",2019,No,Not used,No,1.39,No,,,,No,,,,,0.113,0.0131,1119-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1041,Alexander County Landfill,,NC,2500 Paynes Dairy Road,Taylorsville,Alexander,28681,35.9005,-81.2132,No,No,No,No,No,No,Public,Landfill Owner of Alexander County Landfill,Alexander County,1979,1995,Closed,,,,,,"433,130",,"21,477",,Unknown,Not used,No,,No,,,,No,,,,,,,1114-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1042,Alleghany County LF,,NC,431 Osborne Road,Sparta,Alleghany,,36.49357,-81.14299,No,No,No,No,No,No,Public,Alleghany County,Alleghany County,1981,2001,Closed,9,9,23,23,,"237,899",,"6,615",,Unknown,Not used,No,0.118,Yes,0.076,,50,No,,,,,,,1115-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1043,Anderson Creek LF Harnett County,,NC,NC State Road 1164 Poplar Drive,Anderson Creek,Harnett,27546,35.3277,-78.9317,No,No,No,No,No,No,Public,"Harnett County, NC","Harnett County, NC",1975,1993,Closed,,,,,,"206,497",,"7,586",,Unknown,Not used,No,,No,,,,No,,,,,,,1116-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1044,Anson County LF,,NC,Highway 74 West,Lilesville,Anson,,34.9352,-79.9367,No,No,No,No,No,No,Public,"Anson County, NC","Anson County, NC",1978,1994,Closed,,11.6,,,,"303,941",,"14,831",1991,Unknown,Not used,No,,No,,,,No,,,,"11/17-GCCS installed in Sept 1997 and expanded in Oct 1999, but replaced (?) by a passive system circa 2014.",,,1117-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1002236,2424,Anson County Waste Management Facility,Chambers Development MSWLF,NC,"375 Dozer Drive
(375 Allied Road)",Polkton,Anson,28135,34.973,-80.257,No,No,No,No,No,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",2000,2031,Open,,40.4,,,"16,219,527","7,105,679",2019,"837,016",2019,No,Not used,No,2.06,Yes,0.868,2019,49.3,Yes,1,0.868,2019,"10/09-GCCS online 2/7/08, 15 vertical wells connect to common header line to open flare.; 2010-20 wells, system capacity=2500 acfm.",0.0706,0.0082,180792-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1045,Ashe County Landfill,,NC,729 Fred Pugh Road,Crumpler,Ashe,28617,36.521,-81.368,No,No,No,No,No,No,Public,"Ashe County, NC","Ashe County, NC",1972,2059,Open,,,,,,"438,069",,"17,963",2016,Unknown,Not used,No,,No,,,,No,,,,,,,1118-0,Future Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1047,Avery County LF,,NC,2175 Brushy Creek Road,Spruce Pine,Avery,28777,35.9515,-81.9865,No,No,No,No,No,No,Public,"Avery County, NC","Avery County, NC",1972,1994,Closed,7,7,150,150,"249,000","249,000",,"13,000",1993,Unknown,Not used,No,0.102,Yes,0.022,,50,Yes,1,,,"2/02-Gas wells and collection lines installed, blower/flare under construction and to be installed in March.; 5/03-LFG collection system completed in 5/02.",,,1120-0,Shutdown,Project #1,1/1/06,12/31/09,Direct,Greenhouse,,"Small boiler heated 6,000 sq ft greenhouse",,,0.0144,,EnergyXchange Renewable Energy Center,EnergyXchange Renewable Energy Center,,,Yes,,
,1048,Beaufort County LF,,NC,,,Beaufort,,,,No,No,No,No,No,No,Public,Weyerheuser County,Beaufort County,1978,1993,Closed,,,,,,"554,620",,"18,176",,Unknown,Not used,No,,No,,,,No,,,,,,,1121-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1049,Bertie County LF,,NC,,,Bertie,,,,No,No,No,No,No,No,Public,Bertie County,Bertie County,1972,1993,Closed,,,,,,"289,647",,"5,944",,Unknown,Not used,No,,No,,,,No,,,,,,,1122-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1001943,1059,Blackburn SLF,Catawba County LF,NC,4017 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,No,No,No,No,No,No,Public,"Catawba County, NC","Catawba County, NC",1981,2075,Open,364.5,134,,,"16,537,500","5,188,774",2019,"200,201",2019,No,Not used,No,1.86,Yes,1.44,2020,51.8,Yes,1,,,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells.",,,1132-0,Operational,Project #1,12/1/99,,Electricity,Reciprocating Engine,,(2) GE-Jenbacher JGC-320GS-LL engines,1.58,2,,,Duke Energy,"Catawba County, NC","Catawba County, NC",GE Energy - Jenbacher Gas Engines; Nixon Energy Solutions,Yes,0.0714,0.0083
1001943,1059,Blackburn SLF,Catawba County LF,NC,4017 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,No,No,No,No,No,No,Public,"Catawba County, NC","Catawba County, NC",1981,2075,Open,364.5,134,,,"16,537,500","5,188,774",2019,"200,201",2019,No,Not used,No,1.86,Yes,1.44,2020,51.8,Yes,1,,,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells.",,,1132-1,Operational,"Project #1, Expansion #1",1/1/03,,Electricity,Reciprocating Engine,,(1) GE-Jenbacher JGC-320GS-LL engine,0.4,0.9,,,Duke Energy,"Catawba County, NC","Catawba County, NC",GE Energy - Jenbacher Gas Engines; Nixon Energy Solutions,Yes,0.0181,0.0021
1001943,1059,Blackburn SLF,Catawba County LF,NC,4017 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,No,No,No,No,No,No,Public,"Catawba County, NC","Catawba County, NC",1981,2075,Open,364.5,134,,,"16,537,500","5,188,774",2019,"200,201",2019,No,Not used,No,1.86,Yes,1.44,2020,51.8,Yes,1,,,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells.",,,1132-2,Operational,"Project #1, Expansion #2 (CHP)",10/1/11,,Electricity,Cogeneration,,"waste heat from engines provides heat to biodiesel research facility at the EcoComplex, heat for building but mainly for biodiesel process",0,0,,,"Catawba County, NC","Catawba County, NC","Catawba County, NC",,Yes,0.0000,0.0000
1001943,1059,Blackburn SLF,Catawba County LF,NC,4017 Rocky Ford Road,Newton,Catawba,28658,35.6077,-81.31,No,No,No,No,No,No,Public,"Catawba County, NC","Catawba County, NC",1981,2075,Open,364.5,134,,,"16,537,500","5,188,774",2019,"200,201",2019,No,Not used,No,1.86,Yes,1.44,2020,51.8,Yes,1,,,"2012-105 wells, system capacity=1400 acfm.; 9/17-Adding new / replacment wells.",,,200965-0,Future Potential,Project #2,,,Unknown,Unknown,,,,,,,,,,,Unknown,,
,1050,Bladen County LF,,NC,,Elizabethtown,Bladen,28337,34.6486,-78.5737,No,No,No,No,No,No,Public,Bladen County,Bladen County,1972,1992,Closed,,,,,,"636,269",,"20,944",,Unknown,Not used,No,,No,,,,No,,,,,,,1123-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1051,Brunswick County LF,,NC,179 March 9 1764 Dr NE,Bolivia,Brunswick,28422,34.0564,-78.1702,No,No,No,No,No,No,Private,Landfill Owner of Brunswick County LF,"Brunswick County, NC",1983,1999,Closed,,,,,,"1,063,573",,"76,005",,Unknown,Not used,No,,No,,,,No,,,,,,,1124-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1001775,2142,Buncombe County New Landfill,,NC,85 Panther Branch Road,Alexander,Buncombe,28701,35.7272,-82.644,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1997,2085,Open,100,56,100,70,"9,733,729","2,716,379",2019,"174,874",2019,Yes,At least once per year,No,0.817,Yes,0.72,2012,52.7,Yes,1,0.14,2012,"12/05-Installed one flare on 11/1/05.; 5/06-22 wells including slope risers, plan to install horizontal lifters; 3/12-Expanding gas collection system into largest cell in 2012.; 11/12-25 vertical wells.; 2012-System capacity=500 acfm.",,,180210-0,Operational,Project #1,11/21/11,,Electricity,Reciprocating Engine,,(1) GE Jenbacher engine,1.4,,0.58,,Duke Energy Progress,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",GE Energy - Jenbacher Gas Engines,Yes,0.0633,0.0073
1006406,1052,Buncombe County Old Landfill,,NC,Highway 251,Woodfin,Buncombe,28804,35.661,-82.608,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1972,1998,Closed,,101,,70,"3,300,000","3,300,000",,"96,753",,Unknown,Not used,No,0.664,Yes,0.387,2012,52.3,Yes,1,,,"5/05-16 gas collection wells.; 11/10-Active GCCS went online in Oct. 1997.; 2012-61 wells, system capacity=1000 acfm.",,,1125-0,Shutdown,Project #1 - Sludge Dryer,1/1/98,12/31/05,Direct,Direct Thermal,,"Originally, 12 MMBtu/hr burned in sludge dryer at WWTP",,,0.576,,Metropolitan Sewerage District of Buncombe County,"Enerdyne Power Systems, Inc.",,,No,,
1006406,1052,Buncombe County Old Landfill,,NC,Highway 251,Woodfin,Buncombe,28804,35.661,-82.608,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1972,1998,Closed,,101,,70,"3,300,000","3,300,000",,"96,753",,Unknown,Not used,No,0.664,Yes,0.387,2012,52.3,Yes,1,,,"5/05-16 gas collection wells.; 11/10-Active GCCS went online in Oct. 1997.; 2012-61 wells, system capacity=1000 acfm.",,,1125-1,Shutdown,Project #1 - Engines,1/1/98,12/31/05,Electricity,Reciprocating Engine,,"Originally, 9.6 mmBtu/hr burned in two Waukesha 450 kW engines",0.9,0.9,0.45,,Metropolitan Sewerage District of Buncombe County,"Enerdyne Power Systems, Inc.",,General Electric - Distributed Power,No,,
1006406,1052,Buncombe County Old Landfill,,NC,Highway 251,Woodfin,Buncombe,28804,35.661,-82.608,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1972,1998,Closed,,101,,70,"3,300,000","3,300,000",,"96,753",,Unknown,Not used,No,0.664,Yes,0.387,2012,52.3,Yes,1,,,"5/05-16 gas collection wells.; 11/10-Active GCCS went online in Oct. 1997.; 2012-61 wells, system capacity=1000 acfm.",,,1125-2,Shutdown,"Project #1 - Sludge Dryer, De-Expansion #1",1/1/06,10/30/07,Direct,Direct Thermal,,"Originally, 12 MMBtu/hr burned in sludge dryer at WWTP, but through optimized performance of system, now burning 6 MMBtu/hr",,,0.288,,Metropolitan Sewerage District of Buncombe County,"Enerdyne Power Systems, Inc.",,,No,,
1006406,1052,Buncombe County Old Landfill,,NC,Highway 251,Woodfin,Buncombe,28804,35.661,-82.608,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1972,1998,Closed,,101,,70,"3,300,000","3,300,000",,"96,753",,Unknown,Not used,No,0.664,Yes,0.387,2012,52.3,Yes,1,,,"5/05-16 gas collection wells.; 11/10-Active GCCS went online in Oct. 1997.; 2012-61 wells, system capacity=1000 acfm.",,,1125-3,Shutdown,"Project #1 - Engines, De-Expansion #1",1/1/06,10/30/06,Electricity,Reciprocating Engine,,"Originally, 9.6 mmBtu/hr burned in two Waukesha 450 kW engines, but now only operate one engine at a time (both still in service)",0.45,0.45,0.227,,Metropolitan Sewerage District of Buncombe County,"Enerdyne Power Systems, Inc.",,General Electric - Distributed Power,No,,
1006406,1052,Buncombe County Old Landfill,,NC,Highway 251,Woodfin,Buncombe,28804,35.661,-82.608,No,No,No,No,No,No,Public,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",1972,1998,Closed,,101,,70,"3,300,000","3,300,000",,"96,753",,Unknown,Not used,No,0.664,Yes,0.387,2012,52.3,Yes,1,,,"5/05-16 gas collection wells.; 11/10-Active GCCS went online in Oct. 1997.; 2012-61 wells, system capacity=1000 acfm.",,,180845-0,Shutdown,Project #2,3/6/06,9/1/17,Electricity,Reciprocating Engine,,"one Deutz CHP engine unit, although CHP portion of project not yet implemented",0.984,,0.71,,Duke Energy Progress,"Enerdyne Power Systems, Inc.","Buncombe County Department of Solid Waste, NC",DEUTZ Power Systems GmbH & Co KG,No,,
,1055,Caldwell County Mt. Herman Landfill,,NC,1200 Drag Strip Road,Hudson,Caldwell,28638,35.87695,-81.467236,No,No,No,No,No,No,Public,"Caldwell County, NC","Caldwell County, NC",1977,1999,Closed,,50,,85,"1,214,795","1,214,795",,"64,931",1999,Unknown,Not used,No,0.28,Yes,0.2,2011,50,Yes,1,0.2,2011,"5/11-12 vents converted to active wells and flare installed in 2009, flare station custom built, 20 hp Balfour blower motor.",,,1128-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1056,Canton LF-Haywood County,Canton Township LF,NC,SR 1854,Canton,Haywood,28716,35.52493,-82.82085,No,No,No,No,No,No,Public,"Town of Canton, NC","Town of Canton, NC",1975,2007,Closed,,,,,,"889,647",,"17,470",,Unknown,Not used,No,,No,,,,No,,,,,,,1129-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1057,Carteret County LF,,NC,,Beaufort,Carteret,,,,No,No,No,No,No,No,Public,"Carteret County, NC","Carteret County, NC",1983,1993,Closed,,,,,,"799,920",,"22,808",,Unknown,Not used,No,,No,,,,No,,,,,,,1130-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1058,Caswell County LF,,NC,162 Landfill Road,Yanceyville,Caswell,27379,36.4395,-79.3644,No,No,No,No,No,No,Public,Caswell County,Caswell County,1975,1995,Closed,,,,,,"111,731",,"5,555",,Unknown,Not used,No,,No,,,,No,,,,,,,1131-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1003099,1071,Charlotte Motor Speedway Landfill V,CMS Landfill V,NC,5105 Morehead Road,Concord,Cabarrus,28027,35.3457,-80.6826,No,No,No,No,No,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,2034,Open,,276,60,,"40,798,812","34,219,656",2019,"1,316,511",2019,No,Not used,No,13.6,Yes,8.023,2019,49.5,Yes,3,,,"2012-190 wells, system capacity=9000 acfm.",,,1144-0,Operational,Project #1,12/15/99,,Electricity,Gas Turbine,,1 Taurus unit with capacity of 5.3 MW,4,5.3,2.1,,Duke Energy,,Fortistar Methane Group,Solar Turbines Incorporated,No,0.1807,0.0209
1003099,1071,Charlotte Motor Speedway Landfill V,CMS Landfill V,NC,5105 Morehead Road,Concord,Cabarrus,28027,35.3457,-80.6826,No,No,No,No,No,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1992,2034,Open,,276,60,,"40,798,812","34,219,656",2019,"1,316,511",2019,No,Not used,No,13.6,Yes,8.023,2019,49.5,Yes,3,,,"2012-190 wells, system capacity=9000 acfm.",,,1144-1,Operational,"Project #1, Expansion #1",6/6/12,,Electricity,Gas Turbine,,(2) Solar Taurus 60-7901 combustion gas turbines each driving a 5.75 MW generator,7.5,11.5,3.4,,Duke Energy,Fortistar Methane Group,Fortistar Methane Group,Solar Turbines Incorporated,No,0.3389,0.0393
,1060,Chatham County LF,,NC,720 County Landfill Road,Pittsboro,Chatham,27312,35.7401,-79.26471,No,No,No,No,No,No,Public,"Chatham County, NC","Chatham County, NC",1975,1993,Closed,,,,,,"559,020",,"9,373",,Unknown,Not used,No,,No,,,,No,,,,,,,1133-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1061,Cherokee County Landfill,,NC,5610 Fairview Road (SR 1515),Marble,Cherokee,28905,35.17883,-83.90334,No,No,No,No,No,No,Public,"Cherokee County, NC","Cherokee County, NC",1972,1997,Closed,,15,,,,"423,438",,"18,374",,Unknown,Not used,No,,Yes,,,,Yes,1,,,,,,1134-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,11501,Cherokee County Subtitle D MSW Facility,,NC,10160 US 19,Marble,Cherokee,28905,35.1786,-83.91,No,No,No,No,No,No,Public,"Cherokee County, NC",,,2042,Open,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,2010-Passive venting only.,,,181009-0,Unknown,,,,Unknown,Unknown,,,,,,,,,,,No,,
1005594,1062,City of Albemarle LF,,NC,40592B Stony Gap Road,Albemarle,Stanly,28001,35.3173,-80.1658,No,No,No,No,No,No,Public,"City of Albemarle, NC","City of Albemarle, NC",1974,2045,Open,,122.4,,,"4,075,884","2,440,079",2019,"46,855",2019,No,Not used,No,0.765,No,,,,No,,,,,0.0622,0.0072,1135-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
1007078,1063,City of Durham SLF,Durham Township LF,NC,2115 E. Club Boulevard,Durham,Durham,27704,36.02604,-78.85641,No,No,No,Yes,No,No,Public,"City of Durham, NC","City of Durham, NC",1973,1998,Closed,,79.4,130,50,,"3,600,000",,"206,575",,Unknown,Not used,No,1.41,Yes,1.14,2012,48.3,Yes,,,,"2012-66 wells, system capacity=1400 acfm.",,,1136-0,Shutdown,Project #1,12/15/09,12/31/17,Electricity,Reciprocating Engine,,"(2) 1.1-MW, 20-cylinder GE Jenbacher 320 engines running",2,2.2,,,Duke Energy,"Methane Power, LLC","Biogas Energy Solutions, LLC","GE Energy - Jenbacher Gas Engines; Nixon Energy Solutions; Unison Solutions, Inc.",No,0.0000,0.0000
1007078,1063,City of Durham SLF,Durham Township LF,NC,2115 E. Club Boulevard,Durham,Durham,27704,36.02604,-78.85641,No,No,No,Yes,No,No,Public,"City of Durham, NC","City of Durham, NC",1973,1998,Closed,,79.4,130,50,,"3,600,000",,"206,575",,Unknown,Not used,No,1.41,Yes,1.14,2012,48.3,Yes,,,,"2012-66 wells, system capacity=1400 acfm.",,,1136-1,Operational,"Project #1, De-Expansion #1",1/1/18,,Electricity,Reciprocating Engine,,"GE Jenbacher engine with heat rate about 9,200 to 9,300 Btu/kWh",1.8,,0.82,,Duke Energy,"Methane Power, LLC","Biogas Energy Solutions, LLC","GE Energy - Jenbacher Gas Engines; Nixon Energy Solutions; Unison Solutions, Inc.",No,0.0813,0.0094
1006978,1064,City of Greensboro White Street Landfill,White Street Municipal Sanitary Landfill; City of Greensboro LF,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,No,No,No,Yes,Yes,No,Public,"City of Greensboro, NC","City of Greensboro, NC",1965,2129,Open,272,272,85,50,"11,527,740","9,522,229",2019,"56,740",2019,No,Not used,No,,Yes,1.976,2019,47,Yes,2,1.316,2019,"8/06-64 wells installed in 1996, 19 in 1997, & 22 in 1998, more than 3 miles of piping.; 2012-150 wells, system capacity=4300 acfm.",,,1137-0,Shutdown,Project #1,1/1/97,12/31/03,Direct,Boiler,,"1927 Hiene field-erected brick set 70,000 lb/hr boiler retrofitted with 2 Coen burners to generate 30,000 lb/hr of 350 psig saturated steam (co-fired with NG or #6 fuel oil), LFG is monitored at each well for % CH4, CO2, & O, and vacuum",,,2.2,,Cone Mills,,,Coen Company,No,,
1006978,1064,City of Greensboro White Street Landfill,White Street Municipal Sanitary Landfill; City of Greensboro LF,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,No,No,No,Yes,Yes,No,Public,"City of Greensboro, NC","City of Greensboro, NC",1965,2129,Open,272,272,85,50,"11,527,740","9,522,229",2019,"56,740",2019,No,Not used,No,,Yes,1.976,2019,47,Yes,2,1.316,2019,"8/06-64 wells installed in 1996, 19 in 1997, & 22 in 1998, more than 3 miles of piping.; 2012-150 wells, system capacity=4300 acfm.",,,1137-1,Shutdown,"Project #1, De-Expansion #1",1/1/04,12/31/17,Direct,Boiler,,"1927 Hiene field-erected brick set 70,000 lb/hr boiler retrofitted with 2 Coen burners to generate 30,000 lb/hr of 350 psig saturated steam (co-fired with NG or #6 fuel oil), LFG is monitored at each well for % CH4, CO2, & O, and vacuum",,,0.97,,Cone Mills,,,,No,,
1006978,1064,City of Greensboro White Street Landfill,White Street Municipal Sanitary Landfill; City of Greensboro LF,NC,2503 White Street,Greensboro,Guilford,27405,36.107,-79.73,No,No,No,Yes,Yes,No,Public,"City of Greensboro, NC","City of Greensboro, NC",1965,2129,Open,272,272,85,50,"11,527,740","9,522,229",2019,"56,740",2019,No,Not used,No,,Yes,1.976,2019,47,Yes,2,1.316,2019,"8/06-64 wells installed in 1996, 19 in 1997, & 22 in 1998, more than 3 miles of piping.; 2012-150 wells, system capacity=4300 acfm.",,,200964-0,Operational,Project #2,6/30/19,,Electricity,Reciprocating Engine,,(1) generator,1.55,1.6,0.66,,Duke Energy,ReNew Petra,ReNew Petra,Piedmont Automation,No,0.0700,0.0081
,1068,Clay County LF,,NC,,,Clay,,,,No,No,No,No,No,No,Public,"Clay County, NC","Clay County, NC",1982,1996,Closed,,,,,,"52,189",,"1,807",,Unknown,Not used,No,,No,,,,No,,,,,,,1141-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1005825,1069,Cleveland County LF,Cleveland County Landfill East MSWLF; Self-McNeilly Landfill,NC,"1609 Airport Road
250 Fielding Road",Shelby,Cleveland,28150,35.3287,-81.477,No,No,No,No,No,No,Public,"Cleveland County, NC","Cleveland County, NC",1971,2080,Open,,114.5,,,"14,001,750","4,981,259",2019,"165,413",2019,No,Not used,No,1.62,No,,,,No,,,,,0.1317,0.0153,1142-0,Candidate,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1070,Cliffside South Rutherford County LF,,NC,SR 2138 Avondale Landfill Road,Forest City,Rutherford,28043,35.27,-81.806,No,No,No,No,No,No,Public,"Rutherford County, NC","Rutherford County, NC",1977,1994,Closed,,16,,,,"209,084",,,,Unknown,Not used,No,,No,,,,No,,,,,,,1143-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
,1072,"Columbus County, ARS",New Hope Landfill,NC,354 Landfill Road SR-1428,Whiteville,Columbus,28472,34.2941,-78.7543,No,No,No,No,No,No,Public,"Columbus County, NC","Columbus County, NC",1973,1997,Closed,30,30,60,60,,"1,250,000",1997,"50,000",1995,Unknown,Not used,No,0.43,Yes,0.14,2013,60,Yes,,0.03,2013,"5/09-Wellfield drilling scheduled for Aug-Nov 09.; 6/11-3 passive vents exist on site.; 12/11-15-well GCS installed.; 3/12-Finished well drilling in Nov. 2011.; 7/13-Wells are tuned for concentration, not production.",,,1145-0,Operational,Project #1a,12/1/13,,Direct,Greenhouse,,LFG fuels boiler which heats the greenhouse newly built to grow Venus flytraps through micropropagation,,,0.03,,Southeastern Community College,"Appalachian State University Energy Center; Cape Fear Resource Conservation and Development; Carlson Environmental Consultants, PC; Columbus County, NC","Columbus County, NC",,Yes,0.0026,0.0003
,1072,"Columbus County, ARS",New Hope Landfill,NC,354 Landfill Road SR-1428,Whiteville,Columbus,28472,34.2941,-78.7543,No,No,No,No,No,No,Public,"Columbus County, NC","Columbus County, NC",1973,1997,Closed,30,30,60,60,,"1,250,000",1997,"50,000",1995,Unknown,Not used,No,0.43,Yes,0.14,2013,60,Yes,,0.03,2013,"5/09-Wellfield drilling scheduled for Aug-Nov 09.; 6/11-3 passive vents exist on site.; 12/11-15-well GCS installed.; 3/12-Finished well drilling in Nov. 2011.; 7/13-Wells are tuned for concentration, not production.",,,200413-0,Operational,Project #1b,2/11/13,,Electricity,Reciprocating Engine,,(3) 85-kW truck engines but only (2) run at a time,0.21,0.255,0.08,,Brunswick Electric Membership Corporation,"Appalachian State University Energy Center; Cape Fear Resource Conservation and Development; Carlson Environmental Consultants, PC; Columbus County, NC","Columbus County, NC",Bucks Engines; KSD Enterprises; PowerSecure Inc.,Yes,0.0095,0.0011
,1073,Craven County LF,,NC,7400 Old US 70 Highway,New Bern,Craven,28562,35.1682,-77.2282,No,No,No,No,No,No,Public,Craven County,Craven County,1982,2012,Closed,,,,,,"985,028",,"19,659",,Unknown,Not used,No,,No,,,,No,,,,,,,1146-0,Low Potential,,,,Unknown,Unknown,,,,,,,,,,,No,,
1001627,1075,Cumberland County Ann Street Landfill,Cumberland County LF,NC,698 Ann Street,Fayetteville,Cumberland,28301,35.065,-78.868,No,No,No,No,No,No,Public,"Cumberland County, NC","Cumberland County, NC",1980,2024,Open,,126.3,50,,,"4,998,230",2019,"159,281",2019,No,Not used,No,1.85,Yes,1.831,2019,49.1,Yes,,,,"6/10-Collection system includes 62 vertical wells averaging 50 feet deep and two centrifugal blowers.; 2012-107 wells, system capacity=1250 acfm.",,,1148-0,Operational,Project #1,12/1/97,,Direct,Boiler,,"LFG is refrigerated, filtered through a 10 micron screen, and compressed before being piped 2 miles under a river to a steam boiler and oil heater at soybean processing facility; 2nd boiler (53 MMBtu/hr on LFG) added in 2006",,,1,,Cargill,DTE Biomass Energy,DTE Biomass Energy,,No,0.0875,0.0086
